namespace,key,database_presence,name,observed_at,azerothcore_revision,setup_revision
item_template,entry=91014,PRESENT,Morph Essence - Voidcaller Purple,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91015,PRESENT,Morph Essence - Voidcaller Red,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91016,PRESENT,Morph Essence - Voidlord Purple / Purple Armor,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91017,PRESENT,Morph Essence - Voidlord Blue / Red Armor,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91018,PRESENT,Morph Essence - Voidlord Purple / Red Armor,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91019,PRESENT,Morph Essence - Voidlord Purple / Blue Armor,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91020,PRESENT,Morph Essence - Voidlord Red / Blue Armor,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91021,PRESENT,Morph Essence - Voidwraith Purple,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91022,PRESENT,Morph Essence - Voidwraith Blue,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91023,PRESENT,Morph Essence - Voidwraith Red,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91024,PRESENT,Morph Essence - Succubus Magenta,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91025,PRESENT,Morph Essence - Succubus Blue,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91026,PRESENT,Morph Essence - Succubus Red,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91027,PRESENT,Morph Essence - Magehunter Blue,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91028,PRESENT,Morph Essence - Magehunter Green,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91029,PRESENT,Morph Essence - Magehunter Red,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91030,PRESENT,Morph Essence - Hound Blue,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91031,PRESENT,Morph Essence - Hound Gray,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91032,PRESENT,Morph Essence - Hound Purple,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91033,PRESENT,Morph Essence - Hound Red,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91034,PRESENT,Morph Essence - Hound White,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91035,PRESENT,Morph Essence - Zergling,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91036,PRESENT,Morph Essence - Felguard Blue,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91037,PRESENT,Morph Essence - Felguard Yellow,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91038,PRESENT,Morph Essence - Felguard Red,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91039,PRESENT,Morph Essence - Felguard White,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91040,PRESENT,Morph Essence - Ghoul Grey,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91041,PRESENT,Morph Essence - Ghoul Red,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91042,PRESENT,Morph Essence - Ghoul White,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91043,PRESENT,Morph Essence - Ghoul Blue,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91044,PRESENT,Morph Essence - Zombie Black (One-Armed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91045,PRESENT,Morph Essence - Zombie Green (One-Armed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91046,PRESENT,Morph Essence - Zombie Sea Green (One-Armed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91047,PRESENT,Morph Essence - Zombie Black (Arrows),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91048,PRESENT,Morph Essence - Zombie Green (Arrows),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91049,PRESENT,Morph Essence - Zombie Sea Green (Arrows),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91050,PRESENT,Morph Essence - Zombie Sea Green (Sword),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91051,PRESENT,Morph Essence - Skeleton (Helmet),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91052,PRESENT,Morph Essence - Skeleton Green (Helmet),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91053,PRESENT,Morph Essence - Skeleton Dark Teal (Helmet),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91054,PRESENT,Morph Essence - Skeleton White,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91055,PRESENT,Morph Essence - Skeleton Yellow,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91056,PRESENT,Morph Essence - Skeleton Blue,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91057,PRESENT,Morph Essence - Skeleton Red,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91058,PRESENT,Morph Essence - Skeleton Green,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91059,PRESENT,Morph Essence - Skeleton Black,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91060,PRESENT,Morph Essence - Skeleton (No Helmet),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91061,PRESENT,Morph Essence - Skeleton Dark Teal (No Helmet),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91062,PRESENT,Morph Essence - Skeleton Green (No Helmet),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91063,PRESENT,Morph Essence - Water Elemental Green,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91064,PRESENT,Morph Essence - Water Elemental Red,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91065,PRESENT,Morph Essence - Water Elemental Purple,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91066,PRESENT,Morph Essence - Sword 1,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91067,PRESENT,Morph Essence - Sword 2,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91068,PRESENT,Morph Essence - Sword 3,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91069,PRESENT,Morph Essence - Sword 4,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91070,PRESENT,Morph Essence - Sword 5,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91071,PRESENT,Morph Essence - Sword 6,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91072,PRESENT,Morph Essence - Mace 1,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91073,PRESENT,Morph Essence - Mace 2,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91074,PRESENT,Morph Essence - Mace 3,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91075,PRESENT,Morph Essence - Mace 4,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91076,PRESENT,Morph Essence - Axe 1,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91077,PRESENT,Morph Essence - Axe 2,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91078,PRESENT,Morph Essence - Axe 3,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
item_template,entry=91079,PRESENT,Morph Essence - Polearm 1,2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66001,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66002,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66003,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66004,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66005,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66006,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66007,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66008,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66009,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66010,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66011,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66012,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66013,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66014,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66015,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66016,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66017,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
quest_template,ID=66018,PRESENT,(unnamed),2026-09-24 12:54:50,529b659668bcd8b1cfbf9acc44f40eb6ff830fe1,422045afa73c58f490a1dfedf448b5f1b83fe429
